id,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population,Race,Ethnicity
18203,2014,2017,6JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,886.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
18204,2014,2017,7JD,Parole,Black - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
18205,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,433.0,Tech,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18206,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,385.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18207,2014,2017,1JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
18208,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,374.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
18209,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,Special Sentence 2005,Violent,Sex,Yes,35.0,Tech,D Felony,Other,Other Criminal,Yes,White , Non-Hispanic
18210,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No,Black , Non-Hispanic
18211,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,162.0,New,D Felony,Property,Theft,No,White , Non-Hispanic
18212,2014,2017,NSD,,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,747.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,White , Hispanic
18213,2014,2017,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,796.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
18214,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,428.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes,White , Non-Hispanic
18215,2014,2017,6JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Property,Forgery/Fraud,Yes,652.0,New,D Felony,Property,Forgery/Fraud,No,Black , Non-Hispanic
18216,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No,Black , Non-Hispanic
18217,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No,Black , Non-Hispanic
18218,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,97.0,Tech,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18219,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18220,2014,2017,4JD,Parole,White - Non-Hispanic,Under 25,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18221,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,42.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18222,2014,2017,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes,560.0,New,C Felony,Drug,Trafficking,Yes,American Indian or Alaska Native , Non-Hispanic
18223,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
18224,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,474.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
18225,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No,White , Non-Hispanic
18226,2014,2017,NSD,,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18227,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,477.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,No,White , Non-Hispanic
18228,2014,2017,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,308.0,Tech,D Felony,Property,Burglary,Yes,Black , Non-Hispanic
18229,2014,2017,NSD,,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No,White , Non-Hispanic
18230,2014,2017,7JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
18231,2014,2017,7JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
18232,2014,2017,5JD,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Hispanic
18233,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No,White , Non-Hispanic
18234,2014,2017,1JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Other Public Order,Yes,82.0,New,D Felony,Public Order,Other Public Order,Yes,White , Non-Hispanic
18235,2014,2017,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18236,2014,2017,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18237,2014,2017,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18238,2014,2017,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18239,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,770.0,New,Aggravated Misdemeanor,Property,Theft,Yes,White , Non-Hispanic
18240,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18241,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18242,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18243,2014,2017,NSD,,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,100.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No,White , Non-Hispanic
18244,2014,2017,1JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18245,2014,2017,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18246,2014,2017,5JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,Yes,125.0,New,D Felony,Public Order,Weapons,No,Black , Non-Hispanic
18247,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,483.0,New,D Felony,Property,Arson,Yes,White , Non-Hispanic
18248,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,418.0,Tech,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
18249,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Arson,No,,No Recidivism,,,,No,White , Non-Hispanic
18250,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,489.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,White , Non-Hispanic
18251,2014,2017,NSD,,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18252,2014,2017,3JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No,White , Non-Hispanic
18253,2014,2017,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,95.0,New,D Felony,Property,Forgery/Fraud,Yes,American Indian or Alaska Native , Non-Hispanic
18254,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
18255,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,238.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
18256,2014,2017,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,523.0,New,D Felony,Drug,Trafficking,No,Black , Non-Hispanic
18257,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,Yes,146.0,New,D Felony,Public Order,OWI,No,White , Non-Hispanic
18258,2014,2017,NSD,,American Indian or Alaska Native - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,116.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,American Indian or Alaska Native , Non-Hispanic
18259,2014,2017,NSD,,White - Non-Hispanic,Under 25,Male,C Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
18260,2014,2017,3JD,Parole,White - Hispanic,Under 25,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No,White , Hispanic
18261,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18262,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,245.0,Tech,D Felony,Property,Burglary,No,White , Non-Hispanic
18263,2014,2017,NSD,,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,374.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes,White , Non-Hispanic
18264,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,327.0,New,D Felony,Drug,Drug Possession,No,White , Non-Hispanic
18265,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18266,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18267,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18268,2014,2017,7JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18269,2014,2017,5JD,Parole,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No,Black , Non-Hispanic
18270,2014,2017,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
18271,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18272,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
18273,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
18274,2014,2017,4JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No,Black , Non-Hispanic
18275,2014,2017,NSD,,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,No,Black , Non-Hispanic
18276,2014,2017,4JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,276.0,Tech,D Felony,Property,Theft,No,Black , Non-Hispanic
18277,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,832.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18278,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,469.0,New,D Felony,Drug,Drug Possession,No,White , Non-Hispanic
18279,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,847.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Black , Non-Hispanic
18280,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
18281,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,280.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,White , Non-Hispanic
18282,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18283,2014,2017,NSD,,White - Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No,White , Hispanic
18284,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
18285,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
18286,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
18287,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18288,2014,2017,NSD,,White - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
18289,2014,2017,NSD,,American Indian or Alaska Native - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
18290,2014,2017,NSD,,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18291,2014,2017,NSD,,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18292,2014,2017,NSD,,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18293,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
18294,2014,2017,4JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,663.0,Tech,C Felony,Property,Theft,No,White , Non-Hispanic
18295,2014,2017,8JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18296,2014,2017,6JD,Parole,Black - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18297,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18298,2014,2017,NSD,,American Indian or Alaska Native - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
18299,2014,2017,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No,Black , Non-Hispanic
18300,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18301,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18302,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18303,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18304,2014,2017,NSD,,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
18305,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,401.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18306,2014,2017,NSD,,White - Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Hispanic
18307,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,200.0,Tech,D Felony,Drug,Drug Possession,No,White , Non-Hispanic
18308,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18309,2014,2017,5JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,538.0,New,C Felony,Property,Burglary,No,Black , Non-Hispanic
18310,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18311,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18312,2014,2017,5JD,Parole,White - Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,985.0,New,B Felony,Drug,Trafficking,No,White , Hispanic
18313,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,292.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18314,2014,2017,NSD,,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,Yes,348.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,No,White , Non-Hispanic
18315,2014,2017,NSD,,White - Hispanic,Under 25,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Hispanic
18316,2014,2017,NSD,,White - Hispanic,Under 25,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Hispanic
18317,2014,2017,NSD,,White - Hispanic,Under 25,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Hispanic
18318,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
18319,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
18320,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,Yes,30.0,Tech,D Felony,Other,Other Violent,Yes,White , Non-Hispanic
18321,2014,2017,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,365.0,Tech,C Felony,Drug,Trafficking,Yes,Black , Non-Hispanic
18322,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18323,2014,2017,6JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18324,2014,2017,6JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18325,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,348.0,New,D Felony,Property,Burglary,No,White , Non-Hispanic
18326,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Property,Arson,Yes,418.0,New,B Felony,Property,Arson,No,White , Non-Hispanic
18327,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,Yes,160.0,New,D Felony,Public Order,Traffic,Yes,White , Non-Hispanic
18328,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,210.0,Tech,D Felony,Property,Forgery/Fraud,Yes,White , Non-Hispanic
18329,2014,2017,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,339.0,New,D Felony,Property,Burglary,No,White , Non-Hispanic
18330,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
18331,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
18332,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
18333,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
18334,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Violent,Robbery,Yes,131.0,Tech,B Felony,Violent,Robbery,Yes,White , Non-Hispanic
18335,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,749.0,New,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
18336,2014,2017,5JD,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,928.0,Tech,C Felony,Drug,Trafficking,No,Black , Non-Hispanic
18337,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,611.0,New,D Felony,Public Order,Traffic,No,White , Non-Hispanic
18338,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18339,2014,2017,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
18340,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
18341,2014,2017,6JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18342,2014,2017,6JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18343,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
18344,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,976.0,New,D Felony,Public Order,OWI,No,White , Non-Hispanic
18345,2014,2017,3JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,488.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18346,2014,2017,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
18347,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,184.0,New,B Felony,Drug,Trafficking,Yes,White , Non-Hispanic
18348,2014,2017,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,418.0,New,D Felony,Drug,Drug Possession,No,Black , Non-Hispanic
18349,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,160.0,New,B Felony,Drug,Trafficking,Yes,White , Non-Hispanic
18350,2014,2017,NSD,,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,153.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18351,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
18352,2014,2017,2JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
18353,2014,2017,5JD,Parole,White - Hispanic,Under 25,Male,C Felony,Property,Arson,Yes,189.0,Tech,C Felony,Property,Arson,No,White , Hispanic
18354,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,330.0,Tech,Aggravated Misdemeanor,Drug,Drug Possession,Yes,White , Non-Hispanic
18355,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,433.0,New,Aggravated Misdemeanor,Public Order,Weapons,No,White , Non-Hispanic
18356,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,83.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18357,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
18358,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,160.0,Tech,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
18359,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,206.0,Tech,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
18360,2014,2017,7JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,Black , Non-Hispanic
18361,2014,2017,8JD,Parole,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Hispanic
18362,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,368.0,Tech,C Felony,Drug,Trafficking,No,White , Non-Hispanic
18363,2014,2017,NSD,,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,971.0,New,D Felony,Property,Burglary,No,White , Non-Hispanic
18364,2014,2017,NSD,,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,1046.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
